longitude,latitude,housing_median_age,total_rooms,total_bedrooms,Liv_Area,population,households,median_income,Sale_Price,Neighborhood,ocean_proximity
-122.19,37.76,41,921,5,169,522,159,1.2083,72500,San Diego,NEAR BAY
-122.19,37.76,45,995,3,673,630,237,1.925,74100,San Francisco,NEAR BAY
-122.2,37.75,36,606,3,405,531,133,1.5809,70000,Fresno,NEAR BAY
-122.2,37.76,37,2680,3,144,1925,667,1.4097,84600,San Jose,NEAR BAY
-122.19,37.76,38,1493,4,984,1144,351,0.7683,81800,Bakersfield,NEAR BAY
-122.19,37.75,19,2207,2,631,1481,520,1.3194,81400,San Francisco,NEAR BAY
-122.19,37.75,28,856,2,191,435,162,0.8012,81800,San Francisco,NEAR BAY
-122.19,37.76,26,1293,5,1009,984,303,1.9479,85800,Los Angeles,NEAR BAY
-122.19,37.74,36,847,2,421,567,159,1.1765,87100,Long Beach,NEAR BAY
-122.18,37.74,42,541,2,143,380,123,2.3456,83500,Los Angeles,NEAR BAY
-122.19,37.73,44,1066,5,912,825,244,2.1538,79700,Sacramento,NEAR BAY
-122.19,37.74,43,707,4,448,417,155,2.5139,83400,Long Beach,NEAR BAY
-122.19,37.73,45,1528,2,109,801,287,1.2625,84700,Bakersfield,NEAR BAY
-122.18,37.73,42,909,3,473,646,198,2.9063,80000,Bakersfield,NEAR BAY
-122.18,37.73,43,1391,2,371,855,285,2.5192,76400,Long Beach,NEAR BAY
-122.18,37.73,44,548,3,109,435,136,2.1111,79700,Oakland,NEAR BAY
-122.18,37.73,42,4074,5,315,2736,780,2.455,82400,San Diego,NEAR BAY
-122.17,37.74,41,1613,3,364,1481,414,2.4028,97700,Los Angeles,NEAR BAY
-122.17,37.74,47,463,2,109,327,137,2.15,97200,Sacramento,NEAR BAY
-122.17,37.74,43,818,2,437,494,179,2.4776,101600,Santa Ana,NEAR BAY
-122.17,37.73,43,1473,2,396,1231,341,2.1587,86500,Fresno,NEAR BAY
-122.18,37.74,35,504,2,83,323,109,1.8438,90500,Long Beach,NEAR BAY
-122.17,37.74,46,1026,5,1216,749,225,3.0298,107600,San Diego,NEAR BAY
-122.17,37.74,46,769,4,425,693,178,2.25,84200,Fresno,NEAR BAY
-122.18,37.74,46,2103,2,148,1339,354,2.2467,88900,San Diego,NEAR BAY
-122.18,37.75,45,330,2,902,282,80,4.0469,80700,San Jose,NEAR BAY
-122.18,37.75,46,941,2,599,621,195,1.325,87100,Bakersfield,NEAR BAY
-122.17,37.75,38,992,3,88,732,259,1.6196,85100,Bakersfield,NEAR BAY
-122.18,37.75,45,990,3,717,901,260,2.1731,82000,Santa Ana,NEAR BAY
-122.19,37.75,36,1126,4,901,482,150,1.9167,82800,Oakland,NEAR BAY
-122.18,37.75,43,1036,3,161,652,213,2.069,84600,San Jose,NEAR BAY
-122.18,37.75,36,1047,4,1142,651,166,1.712,82100,San Francisco,NEAR BAY
-122.17,37.76,33,1280,2,543,999,286,2.5625,89300,Long Beach,NEAR BAY
-122.17,37.75,43,1587,2,175,907,306,1.9821,98300,Oakland,NEAR BAY
-122.17,37.75,41,1257,5,737,828,230,2.5043,92300,Sacramento,NEAR BAY
-122.17,37.75,44,1218,2,841,763,254,2.3281,88800,Long Beach,NEAR BAY
-122.17,37.75,48,1751,2,166,935,349,1.4375,90000,San Francisco,NEAR BAY
-122.16,37.76,45,2299,2,739,1437,484,2.5122,95500,Long Beach,NEAR BAY
-122.16,37.75,38,2457,5,578,1516,482,1.5625,91700,San Jose,NEAR BAY
-122.17,37.75,47,998,4,138,597,185,3.1587,100400,Sacramento,NEAR BAY
-122.17,37.76,40,1685,2,859,949,342,1.8426,94800,Oakland,NEAR BAY
-122.16,37.76,46,1827,5,545,881,302,4.6696,164300,Bakersfield,NEAR BAY
-122.16,37.76,36,2781,2,157,1438,519,2.4598,155500,Long Beach,NEAR BAY
-122.15,37.76,39,1823,4,735,763,270,6.0749,196900,Sacramento,NEAR BAY
-122.14,37.77,27,2229,4,505,1297,355,4.8304,279100,Bakersfield,NEAR BAY
-122.14,37.76,34,1513,5,119,545,211,5.5701,252800,Santa Ana,NEAR BAY
-122.13,37.76,26,3266,3,797,1222,533,5.37,275400,San Jose,NEAR BAY
-122.12,37.75,33,1809,2,494,808,219,6.86,250000,San Francisco,NEAR BAY
-122.12,37.75,28,794,2,117,329,109,7.6923,329800,Sacramento,NEAR BAY
-122.14,37.75,36,690,2,992,299,109,4.0313,195500,Santa Ana,NEAR BAY
-122.14,37.75,33,1334,3,481,579,202,6.8323,255900,Santa Ana,NEAR BAY
-122.13,37.75,30,414,2,136,137,50,4.975,311100,Sacramento,NEAR BAY
-122.13,37.75,36,768,3,1117,229,93,5.3602,330000,Sacramento,NEAR BAY
-122.13,37.74,41,4400,2,682,1476,648,5,248900,San Jose,NEAR BAY
-122.16,37.75,46,954,5,153,429,154,2.925,142900,Fresno,NEAR BAY
-122.15,37.75,40,1445,2,967,849,255,3.8913,126300,Los Angeles,NEAR BAY
-122.15,37.75,44,1938,4,784,946,331,3.225,135800,Long Beach,NEAR BAY
-122.15,37.74,41,856,4,159,571,191,3.1458,130600,Oakland,NEAR BAY
-122.16,37.75,24,1790,3,706,1137,386,2.537,107900,Fresno,NEAR BAY
-122.16,37.75,44,617,3,534,378,135,2.5568,111100,San Jose,NEAR BAY
-122.15,37.74,43,1383,2,205,853,272,3.5083,122000,San Francisco,NEAR BAY
-122.15,37.74,49,1325,4,836,764,282,3.3125,118000,Long Beach,NEAR BAY
-122.16,37.75,40,1227,5,891,928,261,1.8235,95200,Bakersfield,NEAR BAY
-122.16,37.75,35,667,2,147,406,133,3.8047,94300,Fresno,NEAR BAY
-122.17,37.74,34,1223,2,854,824,280,2.2917,92500,Oakland,NEAR BAY
-122.17,37.75,37,1379,3,841,835,259,2.4962,91800,Sacramento,NEAR BAY
-122.16,37.74,43,1534,2,160,826,295,4.0417,109400,Santa Ana,NEAR BAY
-122.16,37.74,46,1029,3,685,567,211,3.4844,129500,San Francisco,NEAR BAY
-122.16,37.74,52,771,3,623,355,144,4.1458,143400,Bakersfield,NEAR BAY
-122.16,37.74,47,824,3,188,533,166,2.625,98200,Oakland,NEAR BAY
-122.16,37.74,44,1097,3,968,609,215,2.0227,103100,San Diego,NEAR BAY
-122.29,37.9,49,1283,5,625,576,236,3.3333,276800,Santa Ana,NEAR BAY
-122.29,37.9,52,1604,5,181,594,286,5.338,270900,San Jose,NEAR BAY
-122.29,37.89,52,2248,5,811,870,377,3.4732,246200,Sacramento,NEAR BAY
-122.3,37.9,38,2263,5,372,1027,509,3.5125,224200,San Jose,NEAR BAY
-122.29,37.89,52,1571,4,119,693,326,3.1375,229100,San Diego,NEAR BAY
-122.3,37.89,46,1520,5,675,815,375,2.8036,211600,San Diego,NEAR BAY
-122.3,37.9,15,5083,4,706,2420,1146,4.5824,256100,Long Beach,NEAR BAY
-122.3,37.89,36,1077,4,179,518,276,3.0208,206300,Long Beach,NEAR BAY
-122.3,37.89,52,1248,4,501,620,275,4.0875,221300,Fresno,NEAR BAY
-122.33,37.89,42,1342,2,342,551,266,4.5268,207400,Santa Ana,NEAR BAY
-122.34,37.88,37,3061,4,118,2556,924,1.7375,350000,Oakland,NEAR BAY
-122.29,37.89,52,3171,4,525,1498,696,3.1795,218200,San Francisco,NEAR BAY
-122.29,37.88,50,1211,4,288,523,227,3.8672,216700,Oakland,NEAR BAY
-122.29,37.89,52,979,5,86,374,153,5.1675,270600,Long Beach,NEAR BAY
-122.29,37.89,52,2269,3,432,1004,371,5.1696,261400,Bakersfield,NEAR BAY
-122.28,37.88,52,1844,4,288,769,334,4.2614,261300,Fresno,NEAR BAY
-122.29,37.89,52,2178,4,86,940,423,5.0551,232200,Los Angeles,NEAR BAY
-122.27,37.9,42,1650,4,494,645,256,5.6228,375400,Oakland,NEAR BAY
-122.26,37.9,52,1927,2,455,705,288,7.8864,357300,San Jose,NEAR BAY
-122.27,37.9,52,2079,2,130,684,275,7.9556,374400,Long Beach,NEAR BAY
-122.27,37.9,52,1803,4,494,572,236,6.174,358800,Sacramento,NEAR BAY
-122.27,37.9,52,2041,3,329,671,253,6.9414,417500,San Jose,NEAR BAY
-122.27,37.89,52,3046,4,130,975,365,8.8342,430500,Los Angeles,NEAR BAY
-122.28,37.9,52,2318,3,479,779,312,7.1754,362900,San Francisco,NEAR BAY
-122.28,37.9,52,2003,2,516,658,244,10.0825,397000,Sacramento,NEAR BAY
-122.28,37.9,52,2261,5,146,819,335,4.9083,346800,Los Angeles,NEAR BAY
-122.28,37.89,52,1225,3,528,412,168,5.7912,327100,Fresno,NEAR BAY
-122.28,37.89,52,2315,3,441,835,369,4.5893,290100,Sacramento,NEAR BAY
-122.28,37.89,52,2070,3,146,722,306,5.4171,292000,San Diego,NEAR BAY
-122.28,37.89,52,2616,5,774,1085,487,4.125,270900,Oakland,NEAR BAY
-122.27,37.89,52,2640,2,480,973,355,7.266,371100,San Francisco,NEAR BAY
-122.27,37.89,52,1978,5,146,723,272,5.3989,335600,Bakersfield,NEAR BAY
-122.26,37.9,37,2220,2,418,903,362,7.8336,371300,San Francisco,NEAR BAY
-122.25,37.89,41,1125,2,297,356,181,6.1593,344000,Los Angeles,NEAR BAY
-122.26,37.89,52,3078,4,112,1005,462,6.381,342200,Oakland,NEAR BAY
-122.26,37.89,52,3706,4,859,1205,504,6.6828,370900,San Jose,NEAR BAY
-122.25,37.89,37,3000,2,924,987,450,7.5385,350000,Sacramento,NEAR BAY
-122.25,37.89,42,2863,2,314,1031,448,6.7138,368600,Fresno,NEAR BAY
-122.26,37.88,52,2551,4,1201,894,404,6.2425,391800,Oakland,NEAR BAY
-122.26,37.88,52,2255,2,551,823,377,5.7979,415300,San Francisco,NEAR BAY
-122.27,37.88,52,3360,4,160,1232,621,4.2813,284900,San Diego,NEAR BAY
-122.27,37.88,52,1693,5,1021,669,367,3.5417,287500,Long Beach,NEAR BAY
-122.27,37.88,44,2252,3,897,989,550,3.0132,272900,Sacramento,NEAR BAY
-122.28,37.88,52,2495,2,218,1058,464,4.1429,259600,San Jose,NEAR BAY
-122.28,37.88,52,1193,2,1010,506,207,4.1912,254500,Bakersfield,NEAR BAY
-122.28,37.88,52,1172,4,673,489,218,3.9167,235600,Oakland,NEAR BAY
-122.29,37.88,52,2159,5,230,824,388,3.8897,218400,San Jose,NEAR BAY
-122.29,37.88,48,2365,3,1337,1034,475,3.1065,229200,Los Angeles,NEAR BAY
-122.29,37.88,46,1895,4,941,920,425,2.9926,192100,San Jose,NEAR BAY
-122.29,37.88,52,1650,3,174,841,380,3.556,179300,Long Beach,NEAR BAY
-122.3,37.88,45,453,2,891,749,137,1.475,187500,San Francisco,NEAR BAY
-122.3,37.88,52,409,3,840,208,98,1.6971,138800,San Diego,NEAR BAY
-122.3,37.87,10,503,4,172,228,100,2.1705,150000,San Francisco,NEAR BAY
-122.3,37.86,50,499,3,872,287,128,2.75,140600,Los Angeles,NEAR BAY
-122.29,37.85,52,477,4,571,218,106,2.5682,120000,San Diego,NEAR BAY
-122.3,37.88,46,1647,4,153,854,355,2.9,144800,San Diego,NEAR BAY
-122.3,37.87,52,3123,2,904,1695,684,2.2208,144800,Long Beach,NEAR BAY
-122.28,37.88,52,957,3,741,403,172,3.2344,245500,Bakersfield,NEAR BAY
-122.28,37.87,52,589,5,184,288,131,3.5156,2.00E+05,Sacramento,NEAR BAY
-122.28,37.87,49,2026,2,815,963,521,1.9805,173700,Santa Ana,NEAR BAY
-122.29,37.87,50,1829,3,587,1129,516,2.6684,185600,Oakland,NEAR BAY
-122.29,37.87,52,895,3,150,386,204,3.875,182600,Long Beach,NEAR BAY
-122.28,37.88,52,1909,5,1196,811,406,3.006,227900,San Francisco,NEAR BAY
-122.28,37.87,46,3022,3,817,1293,675,2.543,220700,San Jose,NEAR BAY
-122.28,37.87,46,1777,5,240,805,431,2.8676,212000,San Jose,NEAR BAY
-122.27,37.88,52,2803,3,803,1372,876,2.1907,271400,Long Beach,NEAR BAY
-122.27,37.87,30,1465,2,453,862,425,1.7778,268800,Los Angeles,NEAR BAY
-122.27,37.88,37,2619,5,131,1152,616,2.52,277800,San Diego,NEAR BAY
-122.26,37.88,52,1149,3,653,483,249,4.2788,332500,Fresno,NEAR BAY
-122.26,37.88,52,2363,5,453,1558,573,2.944,338900,Long Beach,NEAR BAY
-122.26,37.88,52,2604,2,131,1798,769,1.725,287500,Long Beach,NEAR BAY
-122.25,37.87,41,685,5,1246,266,123,5.2289,384600,Oakland,NEAR BAY
-122.25,37.87,42,1756,3,733,2184,422,2.5562,371400,Fresno,NEAR BAY
-122.25,37.87,52,1204,2,188,2016,477,0.949,350000,Los Angeles,NEAR BAY
-122.25,37.87,52,609,5,728,1349,250,1.1696,500001,Bakersfield,NEAR BAY
-122.26,37.87,52,1087,5,571,3337,350,1.4012,175000,Santa Ana,NEAR BAY
-122.26,37.87,52,2773,4,132,1721,949,1.1859,241700,Santa Ana,NEAR BAY
-122.27,37.87,35,3218,3,703,1675,1000,1.7464,216700,Oakland,NEAR BAY
-122.27,37.87,49,1350,2,542,707,350,2.8846,211300,Bakersfield,NEAR BAY
-122.27,37.87,52,3084,4,146,1424,694,2.7372,210200,Sacramento,NEAR BAY
-122.28,37.86,52,938,3,745,393,189,3.8594,196400,Long Beach,NEAR BAY
-122.28,37.87,52,1813,5,495,828,339,3.5625,191700,Sacramento,NEAR BAY
-122.28,37.87,52,1233,4,156,571,292,2.2788,182300,San Francisco,NEAR BAY
-122.29,37.87,44,2539,3,778,1382,713,2.537,175000,Oakland,NEAR BAY
-122.29,37.87,46,1267,4,523,792,321,2.525,165900,Los Angeles,NEAR BAY
-122.29,37.86,52,1665,4,156,815,372,1.9946,156900,San Jose,NEAR BAY
-122.28,37.86,52,1659,2,752,788,346,2.8214,164300,Bakersfield,NEAR BAY
-122.29,37.87,52,2225,5,407,1145,430,2.6165,150000,Bakersfield,NEAR BAY
-122.29,37.86,50,2485,3,115,1354,563,1.9483,150500,Los Angeles,NEAR BAY
-122.28,37.86,52,2031,4,716,958,445,1.9327,169900,Oakland,NEAR BAY
-122.28,37.86,49,2932,2,756,1361,608,1.9798,147400,Fresno,NEAR BAY
-122.28,37.85,52,2246,2,137,1005,449,2.4167,152700,San Jose,NEAR BAY
-122.27,37.86,49,2052,4,815,924,414,2.5417,182700,Bakersfield,NEAR BAY
-122.28,37.86,52,1999,3,473,780,358,3.3906,179300,San Jose,NEAR BAY
-122.28,37.86,52,3007,4,159,1582,636,2.5652,157700,Santa Ana,NEAR BAY
-122.28,37.86,41,2214,3,745,1213,568,2.2845,153100,Long Beach,NEAR BAY
-122.27,37.86,52,1088,3,447,486,267,2.6071,250000,Los Angeles,NEAR BAY
-122.27,37.86,52,834,3,131,494,175,3.15,206300,San Jose,NEAR BAY
-122.27,37.86,52,1769,5,1128,849,365,2.6914,218800,San Diego,NEAR BAY
-122.27,37.86,52,2307,2,668,1127,548,1.8447,198200,Long Beach,NEAR BAY
-122.26,37.86,35,5161,5,205,3276,1742,1.6307,253600,Bakersfield,NEAR BAY
-122.26,37.86,52,3497,3,687,1493,794,2.9044,257400,Long Beach,NEAR BAY
-122.26,37.86,52,3774,2,600,1461,679,2.9405,289500,Santa Ana,NEAR BAY
-122.26,37.86,52,2888,5,151,1253,538,3.3893,241700,Long Beach,NEAR BAY
-122.25,37.86,48,2153,5,715,1656,459,3.0417,489600,Santa Ana,NEAR BAY
-122.25,37.86,52,1389,2,771,514,202,7.0897,446200,Santa Ana,NEAR BAY
-122.25,37.86,52,1709,5,168,719,295,5.0463,456300,Sacramento,NEAR BAY
-122.25,37.86,52,1587,2,1030,878,449,1.7652,336800,Los Angeles,NEAR BAY
-122.24,37.86,52,1668,5,477,517,214,7.8521,500001,San Francisco,NEAR BAY
-122.24,37.85,52,3726,3,237,1366,496,9.3959,500001,Long Beach,NEAR BAY
-122.25,37.86,52,4048,3,1397,1316,590,5.3794,376900,San Diego,NEAR BAY
-122.26,37.85,52,3618,5,896,1508,755,3.2619,309600,Los Angeles,NEAR BAY
-122.27,37.85,52,4076,4,245,1800,815,2.7054,182300,Santa Ana,NEAR BAY
-122.27,37.85,47,2077,4,1306,719,326,2.2431,172700,Oakland,NEAR BAY
-122.27,37.85,50,1279,2,781,675,255,1.9028,150800,Oakland,NEAR BAY
-122.27,37.85,52,1974,3,206,875,363,1.5817,153600,Sacramento,NEAR BAY
-122.27,37.85,52,335,5,1323,152,77,2.2841,106300,Oakland,NEAR BAY
-122.27,37.85,47,1375,5,687,843,319,1.3785,142300,Sacramento,NEAR BAY
-122.28,37.85,52,610,3,223,281,132,2.9018,119400,Santa Ana,NEAR BAY
-122.28,37.85,44,1025,4,1224,506,204,1.73,147900,Sacramento,NEAR BAY
-122.28,37.85,48,2063,4,617,1054,466,2.2625,132900,Bakersfield,NEAR BAY
-122.29,37.84,35,1872,4,147,1017,414,2.2106,132500,Santa Ana,NEAR BAY
-122.28,37.83,52,3108,4,848,1623,765,2.6997,126900,Long Beach,NEAR BAY
-122.3,37.84,14,7355,3,553,3100,2051,4.0018,143800,Oakland,NEAR BAY
-122.23,37.83,52,2990,2,158,947,361,7.8772,500001,Santa Ana,NEAR BAY
-122.22,37.82,39,2492,5,851,808,315,11.8603,500001,San Francisco,NEAR BAY
-122.22,37.82,42,2991,2,477,1018,335,13.499,500001,Los Angeles,NEAR BAY
-122.23,37.82,52,3242,5,197,1001,352,12.2138,500001,Oakland,NEAR BAY
-122.23,37.82,52,3051,4,1245,1005,369,8.1872,466100,San Francisco,NEAR BAY
-122.23,37.82,52,3494,5,617,1192,383,12.3804,500001,Oakland,NEAR BAY
-122.24,37.83,52,1757,5,159,585,227,5.8948,457800,Bakersfield,NEAR BAY
-122.24,37.83,52,2449,5,609,916,316,8.1194,471600,San Francisco,NEAR BAY
-122.23,37.82,52,1611,2,479,556,179,8.7477,500001,San Jose,NEAR BAY
-122.24,37.82,52,3665,3,131,1470,520,6.155,398600,Oakland,NEAR BAY
-122.25,37.82,52,2474,3,701,1104,398,5.883,340700,Sacramento,NEAR BAY
-122.23,37.76,52,3037,5,510,1242,518,5.2128,289900,Bakersfield,NEAR BAY
-122.23,37.76,52,2269,5,177,805,321,4.7188,335300,Los Angeles,NEAR BAY
-122.23,37.76,52,1316,4,724,378,162,5.2915,333000,Long Beach,NEAR BAY
-122.24,37.77,52,1153,3,669,481,223,2.6411,241000,Fresno,NEAR BAY
-122.23,37.77,52,772,2,180,409,160,3.3214,189600,San Francisco,NEAR BAY
-122.24,37.77,52,1711,5,977,885,373,3.6417,206300,Fresno,NEAR BAY
-122.25,37.77,52,2650,4,517,1468,567,3.0161,215700,Fresno,NEAR BAY
-122.25,37.77,52,1038,2,184,482,215,3.1771,210200,San Jose,NEAR BAY
-122.25,37.77,52,1527,2,831,825,264,3.4531,208800,Santa Ana,NEAR BAY
-122.25,37.77,52,859,4,698,429,158,4.3098,197900,Los Angeles,NEAR BAY
-122.26,37.78,52,970,5,122,528,208,3.3438,201300,Sacramento,NEAR BAY
-122.26,37.78,52,1045,5,777,496,216,2.9213,190800,San Francisco,NEAR BAY
-122.27,37.78,52,1408,3,551,718,265,2.6806,207900,Fresno,NEAR BAY
-122.27,37.78,52,1222,2,122,630,265,3.7708,215300,San Diego,NEAR BAY
-122.27,37.78,45,1169,2,571,723,286,3.9444,212900,Los Angeles,NEAR BAY
-122.27,37.78,13,2020,3,386,959,486,5.2601,292700,Sacramento,NEAR BAY
-122.28,37.79,30,4145,3,181,3668,855,2.5444,275000,Sacramento,NEAR BAY
-122.3,37.77,42,2038,3,756,2037,355,2.6447,2.00E+05,Bakersfield,NEAR BAY
-122.28,37.78,29,5154,3,400,3741,1273,2.5762,173400,Bakersfield,NEAR BAY
-122.29,37.78,42,1241,2,111,821,300,1.9427,102200,Fresno,NEAR BAY
-122.28,37.77,52,1468,4,557,870,347,2.9688,220800,San Jose,NEAR BAY
-122.28,37.77,27,3997,4,371,1901,966,3.75,242800,Sacramento,NEAR BAY
-122.29,37.76,18,2873,3,145,1243,663,5.1702,265400,San Francisco,NEAR BAY
-122.28,37.78,50,1487,5,1061,730,327,2.5139,219000,San Francisco,NEAR BAY
-122.26,37.77,52,1670,5,615,793,299,2.9732,282100,Los Angeles,NEAR BAY
-122.27,37.77,52,2252,4,143,1033,434,5.5337,372000,Oakland,NEAR BAY
-122.27,37.77,52,1731,4,865,872,363,4.1667,225800,Fresno,NEAR BAY
-122.27,37.77,52,1710,5,406,849,457,2.7115,220800,Oakland,NEAR BAY
-122.27,37.77,52,2388,5,133,1121,518,3.3269,234500,Santa Ana,NEAR BAY
-122.25,37.77,52,2156,4,770,872,445,3.2685,254200,Santa Ana,NEAR BAY
-122.26,37.77,52,1565,3,467,637,297,4.7778,351800,Long Beach,NEAR BAY
-122.26,37.77,52,1704,4,188,663,340,4.226,275000,Los Angeles,NEAR BAY
-122.26,37.77,52,1210,5,421,411,172,3.3571,405400,Fresno,NEAR BAY
-122.26,37.77,52,2097,5,261,915,413,2.9899,228100,Fresno,NEAR BAY
-122.26,37.77,52,1848,5,98,921,477,2.875,234000,Long Beach,NEAR BAY
-122.24,37.77,43,955,4,490,585,266,2.3882,162500,San Diego,NEAR BAY
-122.25,37.77,43,4329,3,288,2086,1053,2.975,243400,San Jose,NEAR BAY
-122.23,37.76,52,3011,5,86,1303,535,5.1039,273800,San Diego,NEAR BAY
-122.23,37.76,52,1049,3,510,374,176,4.1458,248500,Sacramento,NEAR BAY
-122.24,37.76,52,2504,5,304,979,472,3.4762,244000,Bakersfield,NEAR BAY
-122.24,37.76,52,1846,4,114,827,446,2.6833,240900,Oakland,NEAR BAY
-122.23,37.76,52,1705,3,432,658,253,5.75,306300,San Jose,NEAR BAY
-122.23,37.75,50,1542,5,304,654,268,3.9632,240000,Long Beach,NEAR BAY
-122.24,37.75,45,891,4,201,384,146,4.9489,247100,Los Angeles,NEAR BAY
-122.24,37.75,27,4051,5,878,1499,797,4.8711,286600,Long Beach,NEAR BAY
-122.24,37.76,52,2646,3,1002,1128,522,3.0718,266700,Fresno,NEAR BAY
-122.24,37.76,49,2428,5,122,1110,492,3.6719,229800,Santa Ana,NEAR BAY
-122.24,37.76,52,2567,5,612,1119,415,4.6094,229300,Long Beach,NEAR BAY
-122.24,37.73,21,7031,3,575,2930,1235,4.5213,228400,Bakersfield,NEAR BAY
-122.25,37.74,25,1914,2,126,897,390,4.4562,206200,Sacramento,NEAR BAY
-122.24,37.72,5,18634,3,736,7427,2718,7.611,350700,Santa Ana,NEAR BAY
-122.27,37.73,31,5785,4,504,2973,1312,3.2689,231000,Santa Ana,NEAR BAY
-122.25,37.76,52,2876,5,145,1340,632,3.567,252900,Sacramento,NEAR BAY
-122.27,37.74,28,6909,2,870,2974,1484,3.6875,353900,San Francisco,NEAR BAY
-122.27,37.77,23,5679,2,565,2690,1151,4.7695,291700,Oakland,NEAR BAY
-122.28,37.75,20,1156,5,123,583,326,3.1972,1.00E+05,Sacramento,NEAR BAY
-122.06,37.77,12,14316,4,870,5781,2007,7.2634,341600,Long Beach,NEAR BAY
-122.06,37.73,5,3596,5,833,1738,512,7.0568,412500,Long Beach,NEAR BAY
-122.06,37.71,36,3541,3,162,1478,529,4.635,248600,Fresno,NEAR BAY
-122.07,37.71,40,1808,2,778,746,270,5.3015,254900,Fresno,NEAR BAY
-122.07,37.71,36,2879,2,481,1235,455,4.9801,241500,Long Beach,NEAR BAY
-122.07,37.72,26,3204,5,149,1411,484,5.4834,295200,San Jose,NEAR BAY
-122.08,37.72,31,3866,4,1045,1368,521,6.187,340400,Sacramento,NEAR BAY
-122.08,37.72,32,2476,4,689,1048,367,5.6194,274700,San Francisco,NEAR BAY
-122.08,37.71,35,2211,5,140,1004,365,5.4639,238600,Bakersfield,NEAR BAY
-122.09,37.71,35,2663,4,1320,1086,367,5.1498,266400,Oakland,NEAR BAY
-122.1,37.72,30,2599,2,575,922,350,5.8382,330200,Fresno,NEAR BAY
-122.11,37.71,36,4569,3,134,1950,819,4.65,206800,Long Beach,NEAR BAY
-122.1,37.7,25,2973,3,608,1413,595,4.3819,209200,Santa Ana,NEAR BAY
-122.1,37.69,30,3115,4,763,1444,568,3.7222,195800,Bakersfield,NEAR BAY
-122.09,37.71,31,1843,4,133,749,269,5.2855,253500,San Francisco,NEAR BAY
-122.09,37.7,31,2053,5,840,867,329,4.3375,241800,Bakersfield,NEAR BAY
-122.1,37.71,27,6740,4,555,2723,1035,5.2131,252500,Long Beach,NEAR BAY
-122.09,37.7,30,1751,5,86,731,263,6.005,263900,San Francisco,NEAR BAY
-122.08,37.71,38,1663,4,784,781,301,5.0519,227000,San Diego,NEAR BAY
-122.08,37.71,38,3716,3,308,1784,652,4.8237,220900,Bakersfield,NEAR BAY
-122.08,37.7,32,2718,2,206,1156,410,5.2497,259300,Long Beach,NEAR BAY
-122.07,37.7,39,1420,4,660,645,277,4.125,232500,Bakersfield,NEAR BAY
-122.06,37.7,37,1893,5,447,821,315,4.6005,231600,Oakland,NEAR BAY
-122.06,37.7,33,3906,5,89,1912,770,3.5187,209400,Oakland,NEAR BAY
-122.07,37.7,32,3400,5,432,1487,694,3,223200,San Jose,NEAR BAY
-122.08,37.7,25,3402,3,288,1645,710,3.4934,209900,Los Angeles,NEAR BAY
-122.09,37.7,33,4413,5,136,2239,1051,2.9861,208200,Sacramento,NEAR BAY
-122.07,37.69,29,2304,2,864,1021,552,2.5362,203800,Los Angeles,NEAR BAY
-122.08,37.69,36,2350,4,592,1105,467,3.3021,195700,Fresno,NEAR BAY
-122.07,37.69,31,5914,4,152,2999,1295,3.0964,190500,Bakersfield,NEAR BAY
-122.08,37.69,43,1575,4,657,740,284,2.8512,181000,Bakersfield,NEAR BAY
-122.08,37.69,42,1414,3,431,629,244,3.3478,184900,San Diego,NEAR BAY
-122.08,37.68,37,848,2,115,314,205,2.3958,190800,Oakland,NEAR BAY
-122.08,37.68,15,3051,3,1070,1479,668,3.5295,242200,Long Beach,NEAR BAY
-122.09,37.69,20,4296,4,482,1732,800,4.8036,188300,San Francisco,NEAR BAY
-122.15,37.74,52,2898,2,104,1338,550,3.851,183500,San Diego,NEAR BAY
-122.14,37.74,52,1071,3,788,440,192,4.0662,204200,San Jose,NEAR BAY
-122.14,37.73,51,2619,2,320,922,393,4.6042,251900,San Francisco,NEAR BAY
-122.15,37.74,49,1494,3,71,611,288,2.2,187500,Santa Ana,NEAR BAY
-122.16,37.73,52,2260,3,602,994,412,4.1164,198200,Oakland,NEAR BAY
-122.15,37.74,52,1394,5,502,545,230,3.95,219000,Santa Ana,NEAR BAY
-122.15,37.73,52,1028,4,169,317,143,4.9135,275000,San Jose,NEAR BAY
-122.15,37.73,45,3758,3,822,1573,736,2.8355,245400,Long Beach,NEAR BAY
-122.17,37.73,46,2163,3,350,925,435,3.25,177500,Santa Ana,NEAR BAY
-122.16,37.73,49,1699,3,167,768,385,2.8301,171600,Fresno,NEAR BAY
-122.17,37.73,52,1555,3,557,620,292,3.7159,183300,Oakland,NEAR BAY
-122.16,37.73,52,1114,3,528,425,207,2.5625,175000,Santa Ana,NEAR BAY
-122.18,37.72,45,1498,5,145,1003,305,3.8047,156700,San Diego,NEAR BAY
-122.18,37.71,45,726,5,697,519,135,3.375,157500,Long Beach,NEAR BAY
-122.17,37.71,38,890,4,522,481,198,3.244,179800,Santa Ana,NEAR BAY
-122.18,37.7,36,2639,2,199,1209,519,4.0268,205500,Long Beach,NEAR BAY
-122.18,37.7,35,2562,2,1071,1398,525,3.3906,178900,Sacramento,NEAR BAY
-122.19,37.71,36,361,4,464,158,58,5.5461,262500,Oakland,NEAR BAY
-122.17,37.72,42,3008,4,174,1817,664,3.371,165000,Long Beach,NEAR BAY
